Species,Common Name,Category,Type of Presence,Comments,Location(s),Kingdom,Phylum,Class,Order,Family,EPBC Act Threatened Fauna in Australia (Generated 2022-10-09 16:01:48)
Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",Endangered,Present,,"OCE, SA, WA",Animalia,Chordata,Mammalia,Pinnipedia,Otariidae,
Nesoptilotis leucotis thomasi,Kangaroo Island White-eared Honeyeater,Endangered,Endemic,,SA,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,
Nestor productus,Norfolk Island Kaka,Extinct,Extinct,Norfolk Island,AET,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook ",Vulnerable,Endemic,Christmas Island,"AET, CI",Animalia,Chordata,Aves,Strigiformes,Strigidae,
Ninox novaeseelandiae albaria,"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Extinct,Extinct,Lord Howe Island,NSW,Animalia,Chordata,Aves,Strigiformes,Strigidae,
Ninox novaeseelandiae undulata,"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Endangered,Endemic,Norfolk Island,"AET, NI",Animalia,Chordata,Aves,Strigiformes,Strigidae,
Notamacropus parma,Parma Wallaby,Vulnerable,Present,,NSW,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Endemic,,SA,Animalia,Chordata,Reptilia,Squamata,Elapidae,
Notomys amplus,"Short-tailed Hopping-mouse, Yoontoo",Extinct,Extinct,,"NT, SA, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",Endangered,Present,,"NT, QLD",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",Vulnerable,Historic,,NT,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",Vulnerable,Present,,"NSW, QLD, SA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,Extinct,,"NT, SA, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,Present,,NSW,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys macrotis,"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",Extinct,Extinct,,WA,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys mordax,"Darling Downs Hopping-mouse, Payi",Extinct,Extinct,,"NSW, QLD",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Notomys robustus,"Broad-cheeked Hopping-mouse, Great Hopping-mouse",Extinct,Extinct,,SA,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",Critically Endangered,Present,,"NSW, NT, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,
Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",Vulnerable,Present,,"NSW, QLD, SA, VIC",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,
Nyctophilus howensis,"Lord Howe Long-eared Bat, Lord Howe Island Bat",Extinct,Extinct,Lord Howe Island,NSW,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,
Ogyris subterrestris petrina,Arid Bronze Azure,Critically Endangered,Present,,WA,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Endemic,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Extinct,,SA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Present,,VIC,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Translocated,,NSW,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Onychogalea lunata,"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",Extinct,Extinct,,"NSW, NT, SA, WA",Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Ophidiocephalus taeniatus,Bronzeback Snake-lizard,Vulnerable,Present,,"NT, SA",Animalia,Chordata,Reptilia,Squamata,Pygopodidae,
Ophisternon candidum,Blind Cave Eel,Vulnerable,Present,,WA,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,
Ordtrachia septentrionalis,Rosewood Keeled Snail,Critically Endangered,Present,,"NT, WA",Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,
Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Vulnerable,Present,,TAS,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,
Oreixenica ptunarra,"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Endangered,Present,,TAS,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,
Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),Vulnerable,Endemic,Norfolk Island,"AET, NI",Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,
Pachycephala rufogularis,Red-lored Whistler,Vulnerable,Present,,"NSW, SA, VIC",Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,
Pachyptila turtur subantarctica,Fairy Prion (southern),Vulnerable,Present,,"AET, OCE, TAS",Animalia,Chordata,Aves,Procellariiformes,Procellariidae,
Papasula abbotti,Abbott's Booby,Endangered,Endemic,,"AET, CI",Animalia,Chordata,Aves,Pelecaniformes,Sulidae,
Papasula abbotti,Abbott's Booby,Endangered,Present,,OCE,Animalia,Chordata,Aves,Pelecaniformes,Sulidae,
Paragalaxias dissimilis,Shannon Paragalaxias,Vulnerable,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Paragalaxias eleotroides,Great Lake Paragalaxias,Vulnerable,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Paragalaxias mesotes,Arthurs Paragalaxias,Endangered,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Paralucia pyrodiscus lucida,Eltham Copper Butterfly,Endangered,Present,,VIC,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,
Paralucia spinifera,"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",Vulnerable,Endemic,,NSW,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,
Parantechinus apicalis,Dibbler,Endangered,Endemic,,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Pardalotus quadragintus,Forty-spotted Pardalote,Endangered,Endemic,,TAS,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,
Parvulastra vivipara,Tasmanian Live-bearing Seastar,Vulnerable,Present,,TAS,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,
Pedionomus torquatus,Plains-wanderer,Critically Endangered,Present,,"NSW, NT, QLD, SA, VIC",Animalia,Chordata,Aves,Gruiformes,Pedionomidae,
Perameles bougainville bougainville,Western Barred Bandicoot (Shark Bay),Endangered,Endemic,,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Perameles bougainville bougainville,Western Barred Bandicoot (Shark Bay),Endangered,Translocated,,SA,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Perameles bougainville fasciata,"Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot",Extinct,Extinct,,NSW,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Perameles eremiana,"Desert Bandicoot, Walilya",Extinct,Extinct,,"NT, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Perameles gunnii Victorian subspecies,Eastern Barred Bandicoot (Mainland),Endangered,Endemic,,VIC,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Perameles gunnii Victorian subspecies,Eastern Barred Bandicoot (Mainland),Endangered,Present,,SA,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Perameles gunnii gunnii,Eastern Barred Bandicoot (Tasmania),Vulnerable,Endemic,,TAS,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Perameles papillon,"Butterfly Bandicoot, Nullarbor Barred Bandicoot",Extinct,Extinct,,"SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Petauroides minor,"Greater Glider (northern), Greater Glider (north-eastern Queensland)",Vulnerable,Present,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Pseudocheiridae,
Petauroides volans,Greater Glider (southern and central),Endangered,Present,,"ACT, NSW, QLD, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Pseudocheiridae,
Petaurus australis Wet Tropics subspecies,"Yellow-bellied Glider (Wet Tropics), Fluffy Glider",Endangered,Endemic,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Petauridae,
Petaurus australis australis,Yellow-bellied Glider (south-eastern),Vulnerable,Present,,"ACT, NSW, QLD, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Petauridae,
Petaurus gracilis,Mahogany Glider,Endangered,Endemic,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Petauridae,
Petrogale coenensis,Cape York Rock-wallaby,Endangered,Present,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale concinna canescens,Nabarlek (Top End),Endangered,Present,,NT,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale concinna concinna,Nabarlek (Victoria River District),Critically Endangered,Endemic,,NT,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale concinna monastria,Nabarlek (Kimberley),Endangered,Present,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale lateralis hacketti,Recherche Rock-wallaby,Vulnerable,Present,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale lateralis lateralis,"Black-flanked Rock-wallaby, Moororong, Black-footed Rock Wallaby",Endangered,Endemic,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale penicillata,Brush-tailed Rock-wallaby,Vulnerable,Extinct,,ACT,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale penicillata,Brush-tailed Rock-wallaby,Vulnerable,Present,,"NSW, QLD, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale persephone,Proserpine Rock-wallaby,Endangered,Endemic,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,Present,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale xanthopus celeris,Yellow-footed Rock-wallaby (central-western Queensland),Vulnerable,Present,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),Vulnerable,Present,,"NSW, SA",Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Petroica multicolor,"Norfolk Island Robin, Pacific Robin",Vulnerable,Present,,NI,Animalia,Chordata,Aves,Passeriformes,Petroicidae,
Pezoporus flaviventris,"Western Ground Parrot, Kyloring",Critically Endangered,Endemic,,WA,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Pezoporus occidentalis,Night Parrot,Endangered,Present,,"NSW, NT, QLD, SA, WA",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Phaethon lepturus fulvus,"Christmas Island White-tailed Tropicbird, Golden Bosunbird",Endangered,Endemic,Christmas Island,"AET, CI",Animalia,Chordata,Aves,Pelecaniformes,Phaethontidae,
Phaethon lepturus fulvus,"Christmas Island White-tailed Tropicbird, Golden Bosunbird",Endangered,Present,,OCE,Animalia,Chordata,Aves,Pelecaniformes,Phaethontidae,
Phascogale calura,"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Phascogale calura,"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",Vulnerable,Present,,"NSW, NT, SA, VIC",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Phascogale pirata,Northern Brush-tailed Phascogale,Vulnerable,Present,,NT,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Phascogale tapoatafa kimberleyensis,"Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)",Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",Endangered,Present,,"ACT, NSW, QLD, TER",Animalia,Chordata,Mammalia,Diprotodonta,Phascolarctidae,
Philoria frosti,Baw Baw Frog,Critically Endangered,Endemic,,VIC,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,
Philoria kundagungan,Mountain Frog,Endangered,Present,,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Limnodynastidae,
Philoria richmondensis,Richmond Range Sphagnum Frog,Endangered,Present,,NSW,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,
Phoebetria fusca,Sooty Albatross,Vulnerable,Present,,"ANT, HI, NSW, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Phyllodes imperialis smithersi,Pink Underwing Moth,Endangered,Present,,"NSW, QLD",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,
Phyllurus gulbaru,Gulbaru Gecko,Critically Endangered,Present,,QLD,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,
Pipistrellus murrayi,Christmas Island Pipistrelle,Extinct,Endemic,Christmas Island,"AET, CI",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,
Placostylus bivaricosus,"Lord Howe Flax Snail, Lord Howe Placostylus",Endangered,Endemic,Lord Howe Island,NSW,Animalia,Mollusca,Gastropoda,Pulmonata,Bulimulidae,
Platycercus caledonicus brownii,Green Rosella (King Island),Vulnerable,Present,,TAS,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Platycercus elegans melanopterus,Kangaroo Island Crimson Rosella,Vulnerable,Endemic,,SA,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Poephila cincta cincta,Southern Black-throated Finch,Endangered,Present,,"NSW, QLD",Animalia,Chordata,Aves,Passeriformes,Passeridae,
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",Vulnerable,Present,,"NT, SA, WA",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),Vulnerable,Present,,"NSW, SA, VIC",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Polytelis swainsonii,Superb Parrot,Vulnerable,Present,,"ACT, NSW, VIC",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Pommerhelix duralensis,Dural Land Snail,Endangered,Endemic,,NSW,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,
Porphyrio albus,White Gallinule,Extinct,Extinct,,NSW,Animalia,Chordata,Aves,Gruiformes,Rallidae,
